"Plot Title: dl3"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20892125, SEN S/N: 20892125)","Intensity, Lux (LGR S/N: 20892125, SEN S/N: 20892125)","End Of File (LGR S/N: 20892125)"
56,09/27/23 09:45:00,20.424,1377.8,
57,09/27/23 10:00:00,20.234,1550.0,
58,09/27/23 10:15:00,20.424,2411.1,
59,09/27/23 10:30:00,20.615,2066.7,
60,09/27/23 10:45:00,20.424,2066.7,
61,09/27/23 11:00:00,20.710,3100.0,
62,09/27/23 11:15:00,20.901,2066.7,
63,09/27/23 11:30:00,20.710,2066.7,
64,09/27/23 11:45:00,20.615,1980.6,
65,09/27/23 12:00:00,20.710,3100.0,
66,09/27/23 12:15:00,20.710,2927.8,
67,09/27/23 12:30:00,20.901,5511.1,
68,09/27/23 12:45:00,22.238,8611.2,
69,09/27/23 13:00:00,22.333,5166.7,
70,09/27/23 13:15:00,22.429,6200.0,
71,09/27/23 13:30:00,22.333,3100.0,
72,09/27/23 13:45:00,22.908,10333.4,
73,09/27/23 14:00:00,23.100,4477.8,
74,09/27/23 14:15:00,22.429,3788.9,
75,09/27/23 14:30:00,22.429,5338.9,
76,09/27/23 14:45:00,22.621,4994.5,
77,09/27/23 15:00:00,23.004,5166.7,
78,09/27/23 15:15:00,22.717,5511.1,
79,09/27/23 15:30:00,22.717,4133.4,
80,09/27/23 15:45:00,22.717,2238.9,
81,09/27/23 16:00:00,22.333,2669.5,
82,09/27/23 16:15:00,22.238,2669.5,
83,09/27/23 16:30:00,22.333,2583.4,
84,09/27/23 16:45:00,22.238,3100.0,
85,09/27/23 17:00:00,22.525,2755.6,
86,09/27/23 17:15:00,22.525,3100.0,
87,09/27/23 17:30:00,22.429,1722.2,
88,09/27/23 17:45:00,22.046,1808.3,
89,09/27/23 18:00:00,22.046,1808.3,
90,09/27/23 18:15:00,21.951,1248.6,
91,09/27/23 18:30:00,21.760,1001.0,
92,09/27/23 18:45:00,21.569,775.0,
93,09/27/23 19:00:00,21.282,355.2,
94,09/27/23 19:15:00,20.710,118.4,
95,09/27/23 19:30:00,20.234,21.5,
96,09/27/23 19:45:00,20.043,0.0,
97,09/27/23 20:00:00,20.043,0.0,
98,09/27/23 20:15:00,20.138,0.0,
99,09/27/23 20:30:00,20.329,0.0,
100,09/27/23 20:45:00,20.329,0.0,
101,09/27/23 21:00:00,20.234,0.0,
102,09/27/23 21:15:00,20.043,0.0,
103,09/27/23 21:30:00,19.948,0.0,
104,09/27/23 21:45:00,19.853,0.0,
105,09/27/23 22:00:00,19.758,0.0,
106,09/27/23 22:15:00,19.662,0.0,
107,09/27/23 22:30:00,19.567,0.0,
108,09/27/23 22:45:00,19.377,0.0,
109,09/27/23 23:00:00,19.092,0.0,
110,09/27/23 23:15:00,19.092,0.0,
111,09/27/23 23:30:00,18.806,0.0,
112,09/27/23 23:45:00,18.521,0.0,
113,09/28/23 00:00:00,18.236,0.0,
114,09/28/23 00:15:00,18.045,0.0,
115,09/28/23 00:30:00,17.855,0.0,
116,09/28/23 00:45:00,17.665,0.0,
117,09/28/23 01:00:00,17.379,0.0,
118,09/28/23 01:15:00,17.284,0.0,
119,09/28/23 01:30:00,17.189,0.0,
120,09/28/23 01:45:00,16.999,0.0,
121,09/28/23 02:00:00,16.808,0.0,
122,09/28/23 02:15:00,16.808,0.0,
123,09/28/23 02:30:00,16.713,0.0,
124,09/28/23 02:45:00,16.713,0.0,
125,09/28/23 03:00:00,16.713,0.0,
126,09/28/23 03:15:00,16.713,0.0,
127,09/28/23 03:30:00,16.808,0.0,
128,09/28/23 03:45:00,16.713,0.0,
129,09/28/23 04:00:00,16.618,0.0,
130,09/28/23 04:15:00,16.618,0.0,
131,09/28/23 04:30:00,16.713,0.0,
132,09/28/23 04:45:00,16.713,0.0,
133,09/28/23 05:00:00,16.713,0.0,
134,09/28/23 05:15:00,16.713,0.0,
135,09/28/23 05:30:00,16.808,0.0,
136,09/28/23 05:45:00,16.523,0.0,
137,09/28/23 06:00:00,16.332,0.0,
138,09/28/23 06:15:00,16.141,0.0,
139,09/28/23 06:30:00,16.237,0.0,
140,09/28/23 06:45:00,16.427,0.0,
141,09/28/23 07:00:00,16.332,0.0,
142,09/28/23 07:15:00,16.332,0.0,
143,09/28/23 07:30:00,16.237,43.1,
144,09/28/23 07:45:00,16.332,161.5,
145,09/28/23 08:00:00,16.523,602.8,
146,09/28/23 08:15:00,16.523,1151.7,
147,09/28/23 08:30:00,16.713,1302.4,
148,09/28/23 08:45:00,16.999,979.5,
149,09/28/23 09:00:00,17.475,2325.0,
150,09/28/23 09:15:00,17.570,2755.6,
151,09/28/23 09:30:00,17.950,3272.2,
152,09/28/23 09:45:00,18.045,2755.6,
153,09/28/23 10:00:00,18.236,3444.5,
154,09/28/23 10:15:00,17.855,4650.0,
155,09/28/23 10:30:00,18.331,4133.4,
156,09/28/23 10:45:00,18.616,4133.4,
157,09/28/23 11:00:00,18.521,3444.5,
158,09/28/23 11:15:00,18.901,4822.3,
159,09/28/23 11:30:00,19.377,5166.7,
160,09/28/23 11:45:00,19.853,5166.7,
161,09/28/23 12:00:00,19.758,5511.1,
162,09/28/23 12:15:00,19.377,4305.6,
163,09/28/23 12:30:00,20.329,6544.5,
164,09/28/23 12:45:00,20.519,5166.7,
165,09/28/23 13:00:00,21.473,12400.1,
166,09/28/23 13:15:00,21.473,9300.1,
167,09/28/23 13:30:00,21.664,7233.4,
168,09/28/23 13:45:00,21.855,12400.1,
169,09/28/23 14:00:00,21.855,6544.5,
170,09/28/23 14:15:00,21.378,6200.0,
171,09/28/23 14:30:00,21.187,4650.0,
172,09/28/23 14:45:00,21.569,4477.8,
173,09/28/23 15:00:00,21.760,4305.6,
174,09/28/23 15:15:00,22.142,4133.4,
175,09/28/23 15:30:00,22.429,4477.8,
176,09/28/23 15:45:00,22.812,4133.4,
177,09/28/23 16:00:00,24.351,4994.5,
178,09/28/23 16:15:00,27.173,8611.2,
179,09/28/23 16:30:00,25.028,5338.9,
180,09/28/23 16:45:00,23.677,2927.8,
181,09/28/23 17:00:00,21.091,3616.7,
182,09/28/23 17:15:00,20.615,3272.2,
183,09/28/23 17:30:00,21.282,2927.8,
184,09/28/23 17:45:00,21.569,2411.1,
185,09/28/23 18:00:00,21.855,2325.0,
186,09/28/23 18:15:00,21.664,1108.7,
187,09/28/23 18:30:00,21.282,1216.3,
188,09/28/23 18:45:00,21.187,1044.1,
189,09/28/23 19:00:00,20.805,570.5,
190,09/28/23 19:15:00,20.424,236.8,
191,09/28/23 19:30:00,20.043,86.1,
192,09/28/23 19:45:00,19.758,0.0,
193,09/28/23 20:00:00,19.377,0.0,
194,09/28/23 20:15:00,19.187,0.0,
195,09/28/23 20:30:00,18.901,0.0,
196,09/28/23 20:45:00,18.806,0.0,
197,09/28/23 21:00:00,18.616,0.0,
198,09/28/23 21:15:00,18.426,0.0,
199,09/28/23 21:30:00,18.236,0.0,
200,09/28/23 21:45:00,18.045,0.0,
201,09/28/23 22:00:00,18.045,0.0,
202,09/28/23 22:15:00,17.950,0.0,
203,09/28/23 22:30:00,17.760,0.0,
204,09/28/23 22:45:00,17.760,0.0,
205,09/28/23 23:00:00,17.760,0.0,
206,09/28/23 23:15:00,17.760,0.0,
207,09/28/23 23:30:00,17.855,0.0,
208,09/28/23 23:45:00,17.760,0.0,
209,09/29/23 00:00:00,17.570,0.0,
210,09/29/23 00:15:00,17.379,0.0,
211,09/29/23 00:30:00,17.189,0.0,
212,09/29/23 00:45:00,16.903,0.0,
213,09/29/23 01:00:00,16.808,0.0,
214,09/29/23 01:15:00,16.618,0.0,
215,09/29/23 01:30:00,16.523,0.0,
216,09/29/23 01:45:00,16.427,0.0,
217,09/29/23 02:00:00,16.332,0.0,
218,09/29/23 02:15:00,16.141,0.0,
219,09/29/23 02:30:00,16.141,0.0,
220,09/29/23 02:45:00,15.951,0.0,
221,09/29/23 03:00:00,15.951,0.0,
222,09/29/23 03:15:00,15.951,0.0,
223,09/29/23 03:30:00,15.951,0.0,
224,09/29/23 03:45:00,15.855,0.0,
225,09/29/23 04:00:00,15.664,0.0,
226,09/29/23 04:15:00,15.569,0.0,
227,09/29/23 04:30:00,15.473,0.0,
228,09/29/23 04:45:00,15.378,0.0,
229,09/29/23 05:00:00,15.378,0.0,
230,09/29/23 05:15:00,15.473,0.0,
231,09/29/23 05:30:00,15.378,0.0,
232,09/29/23 05:45:00,15.282,0.0,
233,09/29/23 06:00:00,15.187,0.0,
234,09/29/23 06:15:00,15.187,0.0,
235,09/29/23 06:30:00,15.282,0.0,
236,09/29/23 06:45:00,15.282,0.0,
237,09/29/23 07:00:00,15.282,0.0,
238,09/29/23 07:15:00,15.282,0.0,
239,09/29/23 07:30:00,15.282,64.6,
240,09/29/23 07:45:00,15.187,409.0,
241,09/29/23 08:00:00,15.378,839.6,
242,09/29/23 08:15:00,15.569,1259.4,
243,09/29/23 08:30:00,16.046,1463.9,
244,09/29/23 08:45:00,16.618,1894.5,
245,09/29/23 09:00:00,17.284,2152.8,
246,09/29/23 09:15:00,17.855,2325.0,
247,09/29/23 09:30:00,18.426,2497.2,
248,09/29/23 09:45:00,19.092,5166.7,
249,09/29/23 10:00:00,19.948,3444.5,
250,09/29/23 10:15:00,21.091,6200.0,
251,09/29/23 10:30:00,22.142,5511.1,
252,09/29/23 10:45:00,22.238,4305.6,
253,09/29/23 11:00:00,21.951,4477.8,
254,09/29/23 11:15:00,26.585,17222.3,
255,09/29/23 11:30:00,26.879,99200.7,
256,09/29/23 11:45:00,26.977,9644.5,
257,09/29/23 12:00:00,24.931,8611.2,
258,09/29/23 12:15:00,34.268,88178.4,
259,09/29/23 12:30:00,33.326,77156.1,
260,09/29/23 12:45:00,27.665,10333.4,
261,09/29/23 13:00:00,28.754,11711.2,
262,09/29/23 13:15:00,26.390,6200.0,
263,09/29/23 13:30:00,25.902,6200.0,
264,09/29/23 13:45:00,25.513,5338.9,
265,09/29/23 14:00:00,26.097,5166.7,
266,09/29/23 14:15:00,26.781,5511.1,
267,09/29/23 14:30:00,26.390,3272.2,
268,09/29/23 14:45:00,26.683,3100.0,
269,09/29/23 15:00:00,26.879,4994.5,
270,09/29/23 15:15:00,27.075,5166.7,
271,09/29/23 15:30:00,27.665,4822.3,
272,09/29/23 15:45:00,27.173,4477.8,
273,09/29/23 16:00:00,28.853,5511.1,
274,09/29/23 16:15:00,31.064,6544.5,
275,09/29/23 16:30:00,28.159,5511.1,
276,09/29/23 16:45:00,27.468,3616.7,
277,09/29/23 17:00:00,27.075,3788.9,
278,09/29/23 17:15:00,27.272,4477.8,
279,09/29/23 17:30:00,26.781,1377.8,
280,09/29/23 17:45:00,25.805,1636.1,
281,09/29/23 18:00:00,25.416,1377.8,
282,09/29/23 18:15:00,25.319,1722.2,
283,09/29/23 18:30:00,25.028,1550.0,
284,09/29/23 18:45:00,25.222,1550.0,
285,09/29/23 19:00:00,24.738,452.1,
286,09/29/23 19:15:00,24.062,215.3,
287,09/29/23 19:30:00,23.581,32.3,
288,09/29/23 19:45:00,23.004,0.0,
289,09/29/23 20:00:00,22.621,0.0,
290,09/29/23 20:15:00,22.429,0.0,
291,09/29/23 20:30:00,22.238,0.0,
292,09/29/23 20:45:00,22.046,0.0,
293,09/29/23 21:00:00,22.142,0.0,
294,09/29/23 21:15:00,22.142,0.0,
295,09/29/23 21:30:00,22.238,0.0,
296,09/29/23 21:45:00,22.046,0.0,
297,09/29/23 22:00:00,21.951,0.0,
298,09/29/23 22:15:00,21.760,0.0,
299,09/29/23 22:30:00,21.569,0.0,
300,09/29/23 22:45:00,21.282,0.0,
301,09/29/23 23:00:00,21.091,0.0,
302,09/29/23 23:15:00,20.805,0.0,
303,09/29/23 23:30:00,20.615,0.0,
304,09/29/23 23:45:00,20.329,0.0,
305,09/30/23 00:00:00,20.138,0.0,
306,09/30/23 00:15:00,19.948,0.0,
307,09/30/23 00:30:00,19.758,0.0,
308,09/30/23 00:45:00,19.472,0.0,
309,09/30/23 01:00:00,19.282,0.0,
310,09/30/23 01:15:00,19.092,0.0,
311,09/30/23 01:30:00,18.996,0.0,
312,09/30/23 01:45:00,18.996,0.0,
313,09/30/23 02:00:00,18.711,0.0,
314,09/30/23 02:15:00,18.616,0.0,
315,09/30/23 02:30:00,18.521,0.0,
316,09/30/23 02:45:00,18.521,0.0,
317,09/30/23 03:00:00,18.331,0.0,
318,09/30/23 03:15:00,18.236,0.0,
319,09/30/23 03:30:00,18.140,0.0,
320,09/30/23 03:45:00,17.950,0.0,
321,09/30/23 04:00:00,17.855,0.0,
322,09/30/23 04:15:00,17.760,0.0,
323,09/30/23 04:30:00,17.760,0.0,
324,09/30/23 04:45:00,17.760,0.0,
325,09/30/23 05:00:00,17.665,0.0,
326,09/30/23 05:15:00,17.665,0.0,
327,09/30/23 05:30:00,17.570,0.0,
328,09/30/23 05:45:00,17.570,0.0,
329,09/30/23 06:00:00,17.379,0.0,
330,09/30/23 06:15:00,17.284,0.0,
331,09/30/23 06:30:00,17.189,0.0,
332,09/30/23 06:45:00,17.189,0.0,
333,09/30/23 07:00:00,17.189,0.0,
334,09/30/23 07:15:00,17.094,0.0,
335,09/30/23 07:30:00,17.094,64.6,
336,09/30/23 07:45:00,17.094,484.4,
337,09/30/23 08:00:00,17.284,958.0,
338,09/30/23 08:15:00,17.665,1377.8,
339,09/30/23 08:30:00,18.045,1722.2,
340,09/30/23 08:45:00,18.616,2152.8,
341,09/30/23 09:00:00,19.187,2238.9,
342,09/30/23 09:15:00,19.853,2411.1,
343,09/30/23 09:30:00,20.615,2583.4,
344,09/30/23 09:45:00,21.282,5166.7,
345,09/30/23 10:00:00,22.238,3444.5,
346,09/30/23 10:15:00,22.812,4477.8,
347,09/30/23 10:30:00,24.062,5511.1,
348,09/30/23 10:45:00,25.125,6544.5,
349,09/30/23 11:00:00,24.641,3788.9,
350,09/30/23 11:15:00,27.468,23422.4,
351,09/30/23 11:30:00,28.159,22044.6,
352,09/30/23 11:45:00,28.159,5511.1,
353,09/30/23 12:00:00,27.961,8611.2,
354,09/30/23 12:15:00,36.079,20666.8,
355,09/30/23 12:30:00,35.756,17222.3,
356,09/30/23 12:45:00,30.255,8611.2,
357,09/30/23 13:00:00,32.188,11022.3,
358,09/30/23 13:15:00,28.655,8266.7,
359,09/30/23 13:30:00,27.567,6544.5,
360,09/30/23 13:45:00,27.862,7233.4,
361,09/30/23 14:00:00,27.665,6200.0,
362,09/30/23 14:15:00,28.060,6544.5,
363,09/30/23 14:30:00,28.258,6544.5,
364,09/30/23 14:45:00,28.159,5166.7,
365,09/30/23 15:00:00,27.961,4477.8,
366,09/30/23 15:15:00,27.272,3961.1,
367,09/30/23 15:30:00,26.879,4650.0,
368,09/30/23 15:45:00,27.764,5511.1,
369,09/30/23 16:00:00,28.953,6544.5,
370,09/30/23 16:15:00,30.862,9300.1,
371,09/30/23 16:30:00,23.196,4822.3,
372,09/30/23 16:45:00,23.677,6200.0,
373,09/30/23 17:00:00,24.062,4994.5,
374,09/30/23 17:15:00,24.351,3788.9,
375,09/30/23 17:30:00,24.255,2755.6,
376,09/30/23 17:45:00,24.255,2411.1,
377,09/30/23 18:00:00,24.255,2238.9,
378,09/30/23 18:15:00,24.448,3100.0,
379,09/30/23 18:30:00,24.545,2066.7,
380,09/30/23 18:45:00,24.158,947.2,
381,09/30/23 19:00:00,23.773,473.6,
382,09/30/23 19:15:00,23.292,204.5,
383,09/30/23 19:30:00,23.196,32.3,
384,09/30/23 19:45:00,22.812,0.0,
385,09/30/23 20:00:00,22.525,0.0,
386,09/30/23 20:15:00,22.238,0.0,
387,09/30/23 20:30:00,21.951,0.0,
388,09/30/23 20:45:00,21.760,0.0,
389,09/30/23 21:00:00,21.569,0.0,
390,09/30/23 21:15:00,21.473,0.0,
391,09/30/23 21:30:00,21.378,0.0,
392,09/30/23 21:45:00,21.282,0.0,
393,09/30/23 22:00:00,21.091,0.0,
394,09/30/23 22:15:00,20.996,0.0,
395,09/30/23 22:30:00,20.805,0.0,
396,09/30/23 22:45:00,20.710,0.0,
397,09/30/23 23:00:00,20.519,0.0,
398,09/30/23 23:15:00,20.329,0.0,
399,09/30/23 23:30:00,20.329,0.0,
400,09/30/23 23:45:00,20.234,0.0,
401,10/01/23 00:00:00,20.138,0.0,
402,10/01/23 00:15:00,20.043,0.0,
403,10/01/23 00:30:00,19.853,0.0,
404,10/01/23 00:45:00,19.567,0.0,
405,10/01/23 01:00:00,19.377,0.0,
406,10/01/23 01:15:00,19.282,0.0,
407,10/01/23 01:30:00,19.092,0.0,
408,10/01/23 01:45:00,18.901,0.0,
409,10/01/23 02:00:00,18.806,0.0,
410,10/01/23 02:15:00,18.616,0.0,
411,10/01/23 02:30:00,18.521,0.0,
412,10/01/23 02:45:00,18.521,0.0,
413,10/01/23 03:00:00,18.426,0.0,
414,10/01/23 03:15:00,18.426,0.0,
415,10/01/23 03:30:00,18.236,0.0,
416,10/01/23 03:45:00,18.140,0.0,
417,10/01/23 04:00:00,18.045,0.0,
418,10/01/23 04:15:00,17.855,0.0,
419,10/01/23 04:30:00,17.855,0.0,
420,10/01/23 04:45:00,17.950,0.0,
421,10/01/23 05:00:00,17.760,0.0,
422,10/01/23 05:15:00,17.665,0.0,
423,10/01/23 05:30:00,17.855,0.0,
424,10/01/23 05:45:00,17.855,0.0,
425,10/01/23 06:00:00,17.855,0.0,
426,10/01/23 06:15:00,17.950,0.0,
427,10/01/23 06:30:00,17.855,0.0,
428,10/01/23 06:45:00,17.950,0.0,
429,10/01/23 07:00:00,17.950,0.0,
430,10/01/23 07:15:00,18.045,0.0,
431,10/01/23 07:30:00,18.045,75.3,
432,10/01/23 07:45:00,17.950,247.6,
433,10/01/23 08:00:00,18.045,785.8,
434,10/01/23 08:15:00,18.426,1550.0,
435,10/01/23 08:30:00,18.616,1237.9,
436,10/01/23 08:45:00,18.806,3788.9,
437,10/01/23 09:00:00,19.472,3100.0,
438,10/01/23 09:15:00,20.138,5511.1,
439,10/01/23 09:30:00,20.424,3444.5,
440,10/01/23 09:45:00,20.329,2927.8,
441,10/01/23 10:00:00,20.710,3788.9,
442,10/01/23 10:15:00,21.378,4822.3,
443,10/01/23 10:30:00,22.142,3961.1,
444,10/01/23 10:45:00,22.429,4133.4,
445,10/01/23 11:00:00,22.238,5338.9,
446,10/01/23 11:15:00,25.610,7577.8,
447,10/01/23 11:30:00,24.738,8266.7,
448,10/01/23 11:45:00,26.390,4994.5,
449,10/01/23 12:00:00,26.585,12400.1,
450,10/01/23 12:15:00,32.807,17911.2,
451,10/01/23 12:30:00,32.497,13777.9,
452,10/01/23 12:45:00,27.370,7577.8,
453,10/01/23 13:00:00,28.655,9300.1,
454,10/01/23 13:15:00,25.805,5166.7,
455,10/01/23 13:30:00,25.319,5338.9,
456,10/01/23 13:45:00,25.513,1636.1,
457,10/01/23 14:00:00,25.513,4305.6,
458,10/01/23 14:15:00,25.610,5166.7,
459,10/01/23 14:30:00,25.805,4650.0,
460,10/01/23 14:45:00,26.390,5511.1,
461,10/01/23 15:00:00,26.390,6200.0,
462,10/01/23 15:15:00,26.488,5166.7,
463,10/01/23 15:30:00,26.781,6200.0,
464,10/01/23 15:45:00,26.781,6200.0,
465,10/01/23 16:00:00,27.468,11022.3,
466,10/01/23 16:15:00,26.879,10677.8,
467,10/01/23 16:30:00,27.862,4305.6,
468,10/01/23 16:45:00,27.468,5511.1,
469,10/01/23 17:00:00,26.097,1162.5,
470,10/01/23 17:15:00,25.708,3788.9,
471,10/01/23 17:30:00,26.097,3444.5,
472,10/01/23 17:45:00,25.902,2583.4,
473,10/01/23 18:00:00,25.222,2325.0,
474,10/01/23 18:15:00,25.222,1808.3,
475,10/01/23 18:30:00,25.222,1194.8,
476,10/01/23 18:45:00,24.738,753.5,
477,10/01/23 19:00:00,23.966,355.2,
478,10/01/23 19:15:00,23.292,129.2,
479,10/01/23 19:30:00,22.812,21.5,
480,10/01/23 19:45:00,22.142,0.0,
481,10/01/23 20:00:00,21.760,0.0,
482,10/01/23 20:15:00,21.378,0.0,
483,10/01/23 20:30:00,21.091,0.0,
484,10/01/23 20:45:00,20.805,0.0,
485,10/01/23 21:00:00,20.710,0.0,
486,10/01/23 21:15:00,20.424,0.0,
487,10/01/23 21:30:00,20.234,0.0,
488,10/01/23 21:45:00,20.138,0.0,
489,10/01/23 22:00:00,20.138,0.0,
490,10/01/23 22:15:00,19.948,0.0,
491,10/01/23 22:30:00,19.758,0.0,
492,10/01/23 22:45:00,19.567,0.0,
493,10/01/23 23:00:00,19.472,0.0,
494,10/01/23 23:15:00,19.282,0.0,
495,10/01/23 23:30:00,19.187,0.0,
496,10/01/23 23:45:00,18.996,0.0,
497,10/02/23 00:00:00,18.901,0.0,
498,10/02/23 00:15:00,18.806,0.0,
499,10/02/23 00:30:00,18.806,0.0,
500,10/02/23 00:45:00,18.521,0.0,
501,10/02/23 01:00:00,18.236,0.0,
502,10/02/23 01:15:00,18.045,0.0,
503,10/02/23 01:30:00,17.950,0.0,
504,10/02/23 01:45:00,17.855,0.0,
505,10/02/23 02:00:00,17.760,0.0,
506,10/02/23 02:15:00,17.665,0.0,
507,10/02/23 02:30:00,17.570,0.0,
508,10/02/23 02:45:00,17.475,0.0,
509,10/02/23 03:00:00,17.379,0.0,
510,10/02/23 03:15:00,17.284,0.0,
511,10/02/23 03:30:00,17.189,0.0,
512,10/02/23 03:45:00,17.189,0.0,
513,10/02/23 04:00:00,16.999,0.0,
514,10/02/23 04:15:00,16.903,0.0,
515,10/02/23 04:30:00,16.808,0.0,
516,10/02/23 04:45:00,16.808,0.0,
517,10/02/23 05:00:00,16.808,0.0,
518,10/02/23 05:15:00,16.713,0.0,
519,10/02/23 05:30:00,16.618,0.0,
520,10/02/23 05:45:00,16.427,0.0,
521,10/02/23 06:00:00,16.332,0.0,
522,10/02/23 06:15:00,16.332,0.0,
523,10/02/23 06:30:00,16.427,0.0,
524,10/02/23 06:45:00,16.332,0.0,
525,10/02/23 07:00:00,16.237,0.0,
526,10/02/23 07:15:00,16.427,0.0,
527,10/02/23 07:30:00,16.332,64.6,
528,10/02/23 07:45:00,16.332,409.0,
529,10/02/23 08:00:00,16.618,818.1,
530,10/02/23 08:15:00,16.999,1141.0,
531,10/02/23 08:30:00,17.475,1463.9,
532,10/02/23 08:45:00,18.045,2152.8,
533,10/02/23 09:00:00,18.521,2066.7,
534,10/02/23 09:15:00,19.092,2066.7,
535,10/02/23 09:30:00,19.662,2066.7,
536,10/02/23 09:45:00,20.234,2238.9,
537,10/02/23 10:00:00,21.091,3272.2,
538,10/02/23 10:15:00,22.429,5166.7,
539,10/02/23 10:30:00,22.812,3788.9,
540,10/02/23 10:45:00,23.004,3100.0,
541,10/02/23 11:00:00,23.100,5166.7,
542,10/02/23 11:15:00,25.222,5166.7,
543,10/02/23 11:30:00,25.028,5166.7,
544,10/02/23 11:45:00,26.292,7233.4,
545,10/02/23 12:00:00,30.457,14466.8,
546,10/02/23 12:15:00,36.295,19977.9,
547,10/02/23 12:30:00,32.600,10333.4,
548,10/02/23 12:45:00,27.567,7233.4,
549,10/02/23 13:00:00,30.457,9300.1,
550,10/02/23 13:15:00,26.781,4822.3,
551,10/02/23 13:30:00,26.000,6200.0,
552,10/02/23 13:45:00,26.000,4650.0,
553,10/02/23 14:00:00,25.513,1550.0,
554,10/02/23 14:15:00,24.835,1463.9,
555,10/02/23 14:30:00,25.319,4822.3,
556,10/02/23 14:45:00,25.902,3961.1,
557,10/02/23 15:00:00,25.902,3961.1,
558,10/02/23 15:15:00,26.000,3272.2,
559,10/02/23 15:30:00,25.610,1377.8,
560,10/02/23 15:45:00,25.513,5166.7,
561,10/02/23 16:00:00,28.060,8266.7,
562,10/02/23 16:15:00,27.961,10677.8,
563,10/02/23 16:30:00,29.352,4477.8,
564,10/02/23 16:45:00,27.075,3272.2,
565,10/02/23 17:00:00,26.292,3100.0,
566,10/02/23 17:15:00,26.195,3272.2,
567,10/02/23 17:30:00,26.097,2411.1,
568,10/02/23 17:45:00,25.513,2583.4,
569,10/02/23 18:00:00,25.319,1808.3,
570,10/02/23 18:15:00,25.416,1463.9,
571,10/02/23 18:30:00,20.043,1173.3,
572,10/02/23 18:45:00,19.853,764.2,
573,10/02/23 19:00:00,19.853,333.7,
574,10/02/23 19:15:00,19.758,129.2,
575,10/02/23 19:30:00,19.662,10.8,
576,10/02/23 19:45:00,19.567,0.0,
577,10/02/23 20:00:00,19.472,0.0,
578,10/02/23 20:15:00,19.377,0.0,
579,10/02/23 20:30:00,19.092,0.0,
580,10/02/23 20:45:00,18.996,0.0,
581,10/02/23 21:00:00,18.901,0.0,
582,10/02/23 21:15:00,18.806,0.0,
583,10/02/23 21:30:00,18.711,0.0,
584,10/02/23 21:45:00,19.282,0.0,
585,10/02/23 22:00:00,19.092,0.0,
586,10/02/23 22:15:00,18.711,0.0,
587,10/02/23 22:30:00,18.521,0.0,
588,10/02/23 22:45:00,18.426,0.0,
